ticker
CSCO
UAL
TROW
ISRG
NVR
PRGO
TPR
DVN
CE
MRO
BA
VRTX
GILD
SLM
NLSN
THC
EQIX
TER
TIF
MDT
V
QRVO
A
FOX
FLT
MO
SVU
SUN
SWKS
MCHP
CDNS
BMC
WLTW
MSCI
CHTR
EIX
BBY
WBA
LVS
HCA
AJG
DTE
AN
C
T
CF
DISH
MEE
MGM
XL
SAI
TEG
TDC
HUM
CBOE
CFG
TIE
WU
APH
SYY
HOT
MSI
FCX
ADM
LH
STI
ALTR
BTU
PKI
LNT
BAC
LNC
PSX
GPN
SRCL
PPG
RIG
BMS
IRM
IQV
ESS
NOV
NAVI
HAL
STZ
FLS
DXC
ADI
F
HOG
ADBE
CPRT
TDG
TFX
ULTA
ARE
SYK
CB
LM
TSN
FLR
MI
CSC
NE
ODP
PEP
PEG
NOW
RSH
LLY
COST
GRA
NYX
REG
NWS
LOW
MDLZ
NBR
BKNG
ZBRA
FMC
XEL
AIZ
PDCO
R
CERN
MET
CHK
FTV
DLR
XRAY
SCG
FAST
FOSL
TJX
SNA
MPC
BR
D
CA
MRK
STX
NOC
BXP
KHC
IPG
UNP
ALLE
ABBV
ORCL
ECL
PLL
ETR
EBAY
GME
SBUX
IR
AMT
INTU
DPZ
PAYC
DRE
RX
CMA
IPGP
PG
CCK
CAT
ODFL
MCD
MNST
AMZN
EP
INTC
LSI
PNR
GLW
BDX
KMI
PWR
APTV
DXCM
EXR
WELL
CVH
HOLX
EXPD
GM
TXN
VRSK
SJM
TMO
OXY
RL
CLF
CCI
MMM
AYE
MOS
FTNT
HSY
JNPR
CNX
DHI
ED
ES
ADSK
GL
URBN
SHLD
IP
EXPE
KO
PCAR
WDC
GAS
PYPL
NEE
UPS
FLIR
LEG
EMR
MSFT
ANSS
CTAS
BIO
UDR
WEC
AME
HP
IT
DD
ACN
VRSN
EW
FL
CMG
AWK
COO
SHW
HPQ
AMAT
CCL
MLM
MMI
AVY
ABK
AAP
ATVI
EVRG
EA
DE
FHN
SPG
AMD
MYL
KLAC
NDAQ
URI
WHR
RTX
PNC
KMX
NSM
WRK
BIIB
NVDA
CHRW
ROP
IDXX
BBBY
EXC
HES
HD
ALB
VLO
AON
ZTS
FDX
DG
TYL
HIG
SIG
JEF
CMS
COL
CAG
INCY
SCHW
HSIC
AZO
AXP
HPE
DFS
SEE
HRL
SO
FRT
ZBH
FRC
CME
QEP
XOM
AMP
AMG
CVX
ETFC
CMCSA
PCP
PCG
CSRA
PNW
ICE
NFX
CTXS
TRIP
BEN
DISCK
UHS
BKR
EMC
EMN
SBAC
ROK
NRG
NSC
GNW
NKE
FIS
ANF
FANG
VTR
MAS
RF
MNK
MON
AMCR
TAP
MAR
XYL
CMI
COV
ATI
FB
MTD
VAR
NLOK
DLPH
KR
PLD
IBM
USB
BSX
LKQ
FBHS
LIN
ITW
TWTR
LIFE
EOG
PVH
KMB
PEAK
GLK
SPGI
NEM
WFC
CTVA
ANDV
ANR
KG
EL
GS
GD
CNP
PM
RE
MCO
CLX
CAH
HRB
DELL
CBE
DGX
AVB
DIS
SII
CBRE
GE
HII
GR
LDOS
ALL
ETN
ITT
ALGN
NFLX
LEN
BHF
WPX
FITB
WST
GWW
NTRS
MOLX
PCL
CVS
CTL
AOS
FE
ABC
JPM
ABT
CXO
OMC
COF
TSCO
PH
CCE
HST
AYI
JBHT
CPWR
SGP
ATO
MAC
COP
DHR
COG
MAT
SE
CNC
MCK
TXT
MTB
HFC
PBI
TLAB
DISCA
AKAM
ROL
RMD
WRB
BIG
GOOGL
ANET
WFR
PAYX
ALK
DRI
ILMN
AAL
XLNX
MAA
MMC
EVHC
FOXA
GT
FFIV
MUR
VNO
CINF
VMC
TWX
MKTX
SRE
POM
LHX
ORLY
IVZ
RCL
PETM
ARNC
PXD
COTY
SNPS
GOOG
SIVB
NYT
YUM
EQT
GHC
IGT
LYV
KSS
PFE
AIV
SWN
AVGO
DUK
REGN
CL
VFC
UA
VZ
NKTR
JCI
JNY
FSLR
ESRX
AMGN
TEL
JBL
SLE
JKHY
ADP
AET
HNZ
LB
STT
KSE
RRC
RSG
IFF
ANTM
GPS
BLL
CARR
QCOM
LYB
GIS
PHM
ROST
LUV
TGNA
ALXN
XEC
LW
MS
CPB
OKE
BK
J
SYF
DNB
CHD
SLG
SBL
HWM
MHK
TFC
INFO
DAL
APA
K
JWN
AFL
ADS
CSX
NI
PFG
NCLH
ZION
ENDP
RJF
HBAN
UNH
PRU
GPC
FISV
RRD
BEAM
WMB
EQR
MXIM
PBCT
KSU
DVA
TRB
AIG
MA
HBI
HAR
OI
HON
O
NWSA
TTWO
X
AES
SLB
MFE
TT
XRX
TGT
AAPL
MKC
OTIS
CEG
TDY
WY
APD
GRMN
AEE
HLT
STR
DLTR
STE
HAS
TSG
TMUS
WMT
NTAP
KIM
BAX
LMT
ABMD
KEY
UNM
KEYS
BMY
PSA
WYNN
RHI
EFX
NUE
PKG
NBL
WAB
CTSH
SWK
MU
TRV
L
AEP
ADT
CI
DOW
SNI
CDW
CPRI
JNJ
DNR
WM
DOV
FTI
VIAC
M
CRM
PGR
WAT
IEX
BWA
LRCX
NWL
UAA
BLK
PPL
