Date,Open,High,Low,Close,Adj Close,Volume,LogRet_AdjClose
1995-06-16,7.5,8.0,7.4375,7.5,6.954929351806641,6212400,
1995-06-19,7.5625,7.625,7.0625,7.1875,6.665140628814697,1528200,-0.04255961441879589
1995-06-20,7.25,7.3125,7.1875,7.1875,6.665140628814697,863000,0.0
1995-06-21,7.25,7.25,7.0,7.0625,6.54922342300415,629000,-0.017544571760389285
1995-06-22,7.0625,7.5625,7.0,7.3125,6.781055450439453,546200,0.034786279748275424
1995-06-23,7.375,7.4375,7.25,7.3125,6.781055450439453,365000,0.0
1995-06-26,7.3125,7.375,7.0,7.0625,6.54922342300415,515400,-0.03478627974827543
1995-06-27,7.125,7.125,7.0,7.0,6.491268157958984,270800,-0.008888567774569398
1995-06-28,7.0625,7.0625,7.0,7.0,6.491268157958984,500400,0.0
1995-06-29,7.0,7.125,7.0,7.0,6.491268157958984,309200,0.0
1995-06-30,7.0625,7.1875,7.0625,7.125,6.607182502746582,95000,0.017699401830593674
1995-07-03,7.0625,7.125,7.0625,7.0625,6.54922342300415,9200,-0.008810834056024203
1995-07-05,7.125,7.125,7.0625,7.0625,6.54922342300415,75600,0.0
1995-07-06,7.0625,7.125,7.0625,7.0625,6.54922342300415,81400,0.0
1995-07-07,7.0625,7.625,7.0625,7.5625,7.0128865242004395,475000,0.06840290740057857
1995-07-10,7.5,7.75,7.5,7.75,7.186757564544678,241400,0.024490716775066073
1995-07-11,7.625,8.5625,7.625,8.5,7.8822503089904785,538600,0.09237332988828194
1995-07-12,8.5,9.0625,8.375,9.0,8.345914840698242,496200,0.0571587432018551
1995-07-13,9.0,9.0,8.8125,8.9375,8.287958145141602,384000,-0.006968543061508044
1995-07-14,8.9375,8.9375,8.75,8.9375,8.287958145141602,102200,0.0
1995-07-17,9.0625,9.5,9.0625,9.4375,8.751618385314941,480200,0.054435006139482156
1995-07-18,9.4375,9.4375,9.0,9.0625,8.4038724899292,359200,-0.040546031266211174
1995-07-19,9.0,9.0,8.8125,8.875,8.230001449584961,101600,-0.02090641949911481
1995-07-20,8.75,8.75,8.4375,8.6875,8.05612564086914,119600,-0.02135343959149427
1995-07-21,8.75,8.75,8.6875,8.6875,8.05612564086914,13000,0.0
1995-07-24,8.6875,8.8125,8.5625,8.5625,7.940216064453125,112000,-0.01449226419517954
1995-07-25,8.5625,8.8125,8.5625,8.75,8.11408519744873,201000,0.021660977747884242
1995-07-26,8.875,9.1875,8.875,9.125,8.461832046508789,287800,0.04196423935012381
1995-07-27,9.1875,9.375,9.1875,9.3125,8.635711669921875,101600,0.020340420966883994
1995-07-28,9.375,9.4375,9.3125,9.3125,8.635711669921875,100400,0.0
1995-07-31,9.375,9.375,9.0625,9.25,8.57774829864502,60800,-0.006734682099297057
1995-08-01,9.1875,9.1875,9.0,9.0625,8.4038724899292,57600,-0.020478832679806377
1995-08-02,9.0,9.0,8.875,8.875,8.230001449584961,41000,-0.02090641949911481
1995-08-03,8.8125,8.8125,8.75,8.75,8.11408519744873,12600,-0.014184726038789557
1995-08-04,8.625,8.6875,8.5625,8.625,7.998172283172607,9000,-0.014388413810034844
1995-08-07,8.5625,8.75,8.5625,8.6875,8.05612564086914,12200,0.007219700257330183
1995-08-08,8.625,8.6875,8.5625,8.5625,7.940216064453125,3200,-0.01449226419517954
1995-08-09,8.4375,8.4375,8.1875,8.1875,7.592463970184326,24000,-0.044784314558270616
1995-08-10,8.25,8.25,8.125,8.125,7.5345048904418945,6800,-0.007663050529234763
1995-08-11,8.125,8.125,8.125,8.125,7.5345048904418945,10000,0.0
1995-08-14,8.0625,8.125,7.9375,8.0,7.418592929840088,28200,-0.015503714849217635
1995-08-15,8.0,8.0625,8.0,8.0,7.418592929840088,9400,0.0
1995-08-16,8.0625,8.25,8.0625,8.1875,7.592463970184326,11800,0.023166765378452314
1995-08-17,8.1875,8.3125,8.1875,8.25,7.650421619415283,6200,0.007604587490521102
1995-08-18,8.375,8.375,8.25,8.25,7.650421619415283,9800,0.0
1995-08-21,8.25,8.4375,8.25,8.375,7.766334056854248,8600,0.0150374857199799
1995-08-22,8.3125,8.4375,8.3125,8.4375,7.824294567108154,12400,0.0074353355052894565
1995-08-23,8.5,8.6875,8.5,8.5625,7.940216064453125,28800,0.014706905842480253
1995-08-24,8.625,8.75,8.625,8.75,8.11408519744873,16200,0.021660977747884242
1995-08-25,8.625,8.625,8.5625,8.5625,7.940216064453125,30200,-0.02166097774788416
1995-08-28,8.5625,8.5625,8.4375,8.4375,7.824294567108154,9200,-0.014706905842480255
1995-08-29,8.375,8.375,8.1875,8.1875,7.592463970184326,9200,-0.030077408715790385
1995-08-30,8.25,8.25,8.1875,8.1875,7.592463970184326,1400,0.0
1995-08-31,8.125,8.1875,8.125,8.125,7.5345048904418945,13800,-0.007663050529234763
1995-09-01,8.0,8.0625,8.0,8.0625,7.476551055908203,9200,-0.007721525079104101
1995-09-05,8.0,8.0625,8.0,8.0,7.418592929840088,12200,-0.0077821897701135165
1995-09-06,7.9375,8.0625,7.8125,7.8125,7.2447190284729,23400,-0.0237166135184133
1995-09-07,7.8125,7.875,7.625,7.75,7.186757564544678,48800,-0.008032688160975182
1995-09-08,7.75,8.0,7.75,7.9375,7.3606343269348145,140200,0.023906009331409756
1995-09-11,7.9375,7.9375,7.8125,7.875,7.302679061889648,104000,-0.007904839144210593
1995-09-12,7.9375,8.0,7.9375,8.0,7.418592929840088,11000,0.015748131492189357
1995-09-13,8.125,8.125,7.8125,7.8125,7.2447190284729,14600,-0.0237166135184133
1995-09-14,7.625,7.8125,7.625,7.8125,7.2447190284729,14800,0.0
1995-09-15,7.75,7.75,7.6875,7.75,7.186757564544678,6200,-0.008032688160975182
1995-09-18,7.75,7.75,7.5,7.5,6.954929351806641,41600,-0.032789437996459524
1995-09-19,7.5625,7.625,7.5,7.5,6.954929351806641,5000,0.0
1995-09-20,7.5,7.5,7.1875,7.25,6.723097324371338,20800,-0.033901707711153584
1995-09-21,7.1875,7.375,7.125,7.375,6.83901309967041,61000,0.017094477837827082
1995-09-22,7.4375,7.5,7.375,7.375,6.83901309967041,53400,0.0
1995-09-25,7.4375,7.5,7.3125,7.3125,6.781055450439453,28200,-0.008510676557583217
1995-09-26,7.25,7.375,7.125,7.3125,6.781055450439453,265000,0.0
1995-09-27,7.3125,7.3125,7.0625,7.0625,6.54922342300415,95200,-0.03478627974827543
1995-09-28,7.125,7.1875,7.0625,7.1875,6.665140628814697,68600,0.017544571760389253
1995-09-29,7.125,7.1875,7.125,7.1875,6.665140628814697,12200,0.0
1995-10-02,7.1875,7.1875,7.0625,7.125,6.607182502746582,77400,-0.008733737704365106
1995-10-03,7.125,7.125,6.75,6.75,6.259437561035156,141400,-0.05406698070525397
1995-10-04,6.625,6.625,6.5625,6.5625,6.085563659667969,49000,-0.028170981440641576
1995-10-05,6.4375,7.375,6.4375,7.375,6.83901309967041,180400,0.11672408439573007
1995-10-06,7.5625,7.5625,7.4375,7.5625,7.0128865242004395,64800,0.025105951094719785
1995-10-09,7.5,7.5,7.3125,7.3125,6.781055450439453,46200,-0.033616627652303104
1995-10-10,7.3125,7.3125,7.25,7.3125,6.781055450439453,22800,0.0
1995-10-11,7.3125,7.3125,7.3125,7.3125,6.781055450439453,3400,0.0
1995-10-12,7.375,7.4375,7.3125,7.375,6.83901309967041,20200,0.008510676557583174
1995-10-13,7.4375,7.5,7.4375,7.5,6.954929351806641,6800,0.016807229873326595
1995-10-16,7.5,7.5,7.4375,7.4375,6.89697265625,7400,-0.008368097568735137
1995-10-17,7.4375,7.5,7.25,7.3125,6.781055450439453,264800,-0.016949808862174655
1995-10-18,7.25,7.25,6.75,6.75,6.259437561035156,54400,-0.08004242639750515
1995-10-19,6.75,6.875,6.625,6.75,6.259437561035156,108800,0.0
1995-10-20,6.75,6.75,6.5,6.5,6.027605056762695,17000,-0.03774057409937002
1995-10-23,6.3125,6.4375,6.25,6.3125,5.853731632232666,414800,-0.02927041676339356
1995-10-24,6.3125,6.375,6.25,6.25,5.795774459838867,174400,-0.00995023310277609
1995-10-25,6.3125,6.375,6.1875,6.375,5.9116902351379395,941600,0.019802675692203654
1995-10-26,6.4375,6.4375,6.1875,6.1875,5.737818241119385,50000,-0.02985274561202695
1995-10-27,6.1875,6.1875,6.0,6.0,5.563941478729248,64400,-0.030772284545932997
1995-10-30,6.0,6.0,5.0625,5.125,4.752533435821533,244400,-0.15762892539109732
1995-10-31,5.125,5.125,4.3125,4.375,4.057042598724365,1446200,-0.158223546548682
1995-11-01,4.375,4.5625,4.3125,4.5,4.172957420349121,787000,0.028170713726141446
1995-11-02,4.5,4.6875,4.5,4.6875,4.346831321716309,427800,0.04082214992526403
1995-11-03,4.75,5.125,4.6875,5.125,4.752533435821533,153400,0.08923068289727665
1995-11-06,5.25,5.3125,4.8125,4.875,4.5207037925720215,100200,-0.05001014272875774
1995-11-07,4.875,4.9375,4.8125,4.875,4.5207037925720215,32600,0.0
1995-11-08,4.9375,5.0,4.875,4.9375,4.578662872314453,60800,0.012739318179874434
1995-11-09,5.0,5.0,4.75,4.75,4.404789924621582,37200,-0.038714438184122825
1995-11-10,4.75,4.8125,4.5625,4.5625,4.2309160232543945,71400,-0.04027404446555203
1995-11-13,4.5625,4.5625,4.375,4.4375,4.119515419006348,59200,-0.026682983876600966
1995-11-14,4.5,4.6875,4.4375,4.5,4.177535533905029,82600,0.013985947774775614
1995-11-15,4.4375,4.5625,4.4375,4.5,4.177535533905029,21400,0.0
1995-11-16,4.5,4.5625,4.4375,4.5625,4.235557556152344,19400,0.013793486310857826
1995-11-17,4.5625,4.5625,4.4375,4.4375,4.119515419006348,23400,-0.027779434085633537
1995-11-20,4.5,4.625,4.4375,4.5625,4.235557556152344,29200,0.027779434085633617
1995-11-21,4.625,4.625,4.4375,4.625,4.293580055236816,50200,0.01360592285519705
1995-11-22,4.625,4.6875,4.5,4.5625,4.235557556152344,70600,-0.013605922855196989
1995-11-24,4.5625,4.5625,4.5,4.5625,4.235557556152344,22400,0.0
1995-11-27,4.625,4.625,4.5,4.5,4.177535533905029,151200,-0.013793486310857833
1995-11-28,4.4375,4.5625,4.375,4.5625,4.235557556152344,590800,0.013793486310857826
1995-11-29,4.625,4.625,4.5625,4.625,4.293580055236816,18800,0.01360592285519705
1995-11-30,4.6875,4.75,4.625,4.625,4.293580055236816,137400,0.0
1995-12-01,4.625,4.6875,4.625,4.6875,4.351600170135498,145200,0.013422736023176394
